Class_Label,Text
Normal,"Lucy, Here is the rentroll for this Friday. Sorry it is so late. There are a few problems with the rentroll from 2/2. 1. I know you mentioned the deposit would be 5360.65 which is what the bank is showing, but the rentroll only adds up to 4865. The missing money on the spreadsheet is probably the answer to my other questions below. 2. #1 Did he pay the rent he missed on 1/26? 3. #3 Did he miss rent on 1/26 and 2/2? 4. #11 Missed on 2/2? 5. #13 Missed on 1/26? 6. #14 missed on 2/2? 7. #15 missed on 2/2 and has not paid the 95 from 1/19? 8. #20a missed on 2/2? 9. #35 missed on 2/2? My guess is some of these were paid but not recorded on the 2/2 rentroll. You may have sent me a message over the ""chat"" line that I don't remember on some of these. I just want to get the final rentroll to tie exactly to the bank deposit. Will have some time today to work on a utility letter. Tried to call Wade last night at 5:30 but couldn't reach him. Will try again today. I believe that a doctor from Seguin is going to make an offer. Did you meet them? If so, what did you think? Phillip"
Normal,I will email you an updated operating statement with Nov and Dec tomorrow morning. What did the seguin doctor think of the place. How much could I get the stagecoach appraised for? Do you still do appraisals? Could it be valued on an 11 or 12 cap?
Normal,"Jacques, Can you draft the partnership agreement and the construction contract? The key business points are: 1. Investment is a loan with prime + 1% rate 2. Construction contract is cost plus $1.4 Million 3. The investors' loan is repaid before any construction profit is paid. 4. All parties are GP's but 3 out 4 votes needed for major decisions? 5. 60/40 split favoring the investors. With regard to the construction contract, we are concerned about getting a solid line by line cost estimate and clearly defining what constitutes costs. Then we need a mechanism to track the actual expenses. Keith and I would like to oversee the bookkeeping. The builders would be requred to fax all invoices within 48 hours. We also would want online access to the checking account of the partnership so we could see if checks were clearing but invoices were not being submitted. Let me know if you can draft these agreements. The GP issue may need some tweaking. Phillip Allen 713-853-7041 pallen@enron.com"
Normal,"Lucy, Here is a final 12/01 rentroll for you to save. My only questions are: 1. Neil Moreno in #21-he paid $120 on 11/24, but did not pay anything on 12/01. Even if he wants to swich to bi-weekly, he needs to pay at the beginning of the two week period. What is going on? 2. Gilbert in #27-is he just late? Here is a file for 12/08."
Normal,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 02/07/2001 07:14 AM --------------------------- Susan J Mara@ENRON 02/06/2001 04:12 PM To: Alan Comnes/PDX/ECT@ECT, Angela Schwarz/HOU/EES@EES, Beverly Aden/HOU/EES@EES, Bill Votaw/HOU/EES@EES"
Normal,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 02/06/2001 02:12 PM --------------------------- Enron North America Corp. From: Frank Hayden @ ENRON 02/06/2001 12:06 PM To: Tim Belden/HOU/ECT@ECT, Chris Gaskill/Corp/Enron@Enron, Phillip K A"
Normal,Send it to Ina Rangel she can forward it to appropriate traders. There are too many to list individually
Normal,"Jeff, My target is to get $225 back out of the stage. Therefore, I could take a sales price of $740K and carry a second note of $210K. This would still only require $75K cash from the buyer. After broker fees and a title policy, I would net around $20K cash. You can go ahead and negotiate with the buyer and strike the deal at $740 or higher with the terms described in the 1st email. Do you want to give the New Braunfels buyer a quick look at the deal. Phillip"
Normal,"Jeff, I am not willing to guarantee to refinance the 1st lien on the stage in 4 years and drop the rate on both notes at that point to 8%. There are several reasons that I won't commit to this. Exposure to interest fluctuations, the large cash reserves needed, and the limited financial resources of the buyer are the three biggest concerns. What I am willing to do is lower the second note to 8% amortized over the buyers choice of terms up to 30 years. The existing note does not come due until September 2009. That is a long time. The buyer may have sold the property. Interest rates may be lower. I am bending over backwards to make the deal work with such an attractive second note. Guaranteeing to refinance is pushing too far. Can you clarify the dates in the contract. Is the effective date the day the earnest money is receipted or is it once the feasibility study is complete? Hopefully the buyer can live with these terms. I got your fax from the New Braunfels buyer. If we can't come to terms with the first buyer I will get started on the list. Email or call me later today. Phillip"
Normal,"Susan, Raised your issue to Sally Beck. Larry is going to spend time with you to see if he can live without any reports. Also some IT help should be on the way. Phillip"
Normal,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 02/05/2001 08:45 AM --------------------------- Jeffrey C Gossett 02/02/2001 09:48 PM To: Larry May/Corp/Enron@ENRON, Phillip K Allen/HOU/ECT@ECT cc: Subject: re: book admin for Pipe/Gas daily"
Normal,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 02/02/2001 04:43 PM --------------------------- From: Phillip K Allen 02/02/2001 02:40 PM To: stagecoachmama@hotmail.com cc: Subject: Lucy, Please fix #41 balance by deleting the $550 in the """
Normal,"Lucy, Please fix #41 balance by deleting the $550 in the ""Rent Due"" column. The other questions I had about last week's rent are: #15 Only paid 95 of their 190 on 1/19 then paid nothing on 1/26. What is going on? #25 Looks like she was short by 35 and still owes a little on deposit #27 Switched to weekly, but paid nothing this week. Why? I spoke to Jeff Smith. I think he was surprised that we were set up with email and MSN Messenger. He was not trying to insult you. I let Jeff know that he should try and meet the prospective buyers when they come to see the property. Occasionally, a buyer might stop buy without Jeff and you can show them around and let them know what a nice quiet well maintained place it is. Regarding the raise, $260/week plus the apartment is all I can pay right now. I increased your pay last year very quickly so you could make ends meet but I think your wages equate to $10/hr and that is fair. As Gary and Wade continue to improve the property, I need you to try and improve the property's tenants and reputation. The apartments are looking better and better, yet the turnover seems to be increasing. Remember that as a manager you need to set the example for the tenants. It is hard to tell tenants that they are not supposed to have extra people move in that are not on the lease, when the manager has a houseful of guests. I realize you have had a lot of issues with taking your son to the doctor and your daughter being a teenager, but you need to put in 40 hours and be working in the office or on the property during office unless you are running an errand for the property. I am not upset that you asked for a raise, but the answer is no at this time. We can look at again later in the year. I will talk to you later or you can email or call over the weekend. Phillip"
Normal,---------------------- Forwarded by Phillip K Allen/HOU/ECT on 02/02/2001 03:43 PM --------------------------- From: Phillip K Allen 01/31/2001 01:23 PM To: cbpres@austin.rr.com cc: llewter@austin.rr.com Subject:
Normal,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 12/07/2000 09:08 AM --------------------------- Jeff Richter 12/07/2000 06:31 AM To: Phillip K Allen/HOU/ECT@ECT cc: Subject: DJ Cal-ISO Pays $10M To Avoid Rolling Blackouts Wed -Sources, DJ C"
Normal,"I would like to go to this meeting. Can you arrange it? ---------------------- Forwarded by Phillip K Allen/HOU/ECT on 02/02/2001 03:00 PM --------------------------- Larry May@ENRON 02/02/2001 12:43 PM To: Sally Beck/HOU/ECT@ECT, Jeffrey C Gossett/HOU/ECT@ECT, Susan M Scott/HOU/ECT@ECT, Errol McLaughlin/Corp/Enron@ENRON cc: Phillip K Allen/HOU/ECT@ECT, John Arnold/HOU/ECT@ECT Subject: re: book admin for Pipe/Gas daily option book As you might be aware, Susan Scott (the book admin for the pipe option book) was forced by system problems to stay all night Wednesday night and until 200 am Friday in order to calc my book. While she is scheduled to rotate to the West desk soon, I think we need to discuss putting two persons on my book in order to bring the work load to a sustainable level. I'd like to meet at 2:30 pm on Monday to discuss this issue. Please let me know if this time fits in your schedules. Thanks, Larry"
Normal,Susan hours are out of hand. We need to find a solution. Let's meet on Monday to assess the issue Phillip
Normal,"Got your email. I will let Jacques know. I guess we can work out the finer points next week. The bank here in Houston is dealing with their auditors this week, so unfortunately I did not hear from them this week. The are promising to have some feedback by Monday. I will let you know as soon as I hear from them. Phillip"
Normal,"George, The probability of building a house this year is increasing. I have shifted to a slightly different plan. There were too many design items that I could not work out in the plan we discussed previously. Now, I am leaning more towards a plan with two wings and a covered courtyard in the center. One wing would have a living/dining kitchen plus master bedroom downstairs with 3 kid bedrooms + a laundry room upstairs. The other wing would have a garage + guestroom downstairs with a game room + office/exercise room upstairs. This plan still has the same number of rooms as the other plan but with the courtyard and pool in the center this plan should promote more outdoor living. I am planning to orient the house so that the garage faces the west. The center courtyard would be covered with a metal roof with some fiberglass skylights supported by metal posts. I am envisioning the two wings to have single slope roofs that are not connected to the center building. I don't know if you can imagine the house I am trying to describe. I would like to come and visit you again this month. If it would work for you, I would like to drive up on Sunday afternoon on Feb. 18 around 2 or 3 pm. I would like to see the progress on the house we looked at and tour the one we didn't have time for. I can bring more detailed drawings of my new plan. Call or email to let me know if this would work for you. pallen70@hotmail.com or 713-463-8626(home), 713-853-7041(work) Phillip Allen PS. Channel 2 in Houston ran a story yesterday (Feb. 2) about a home in Kingwood that had a poisonous strain of mold growing in the walls. You should try their website or call the station to get the full story. It would makes a good case for breathable walls."
Normal,8500????? That's twice as valuable as your car! Can't you get a used one for $3000?
Normal,Nice. how much? Are you trying to keep the economy going?
Normal,Testing. Sell low and buy high ---------------------- Forwarded by Phillip K Allen/HOU/ECT on 01/31/2001 04:51 PM --------------------------- From: Phillip K Allen 01/12/2001 08:58 AM To: 8774820206@pagenetmessage.net cc: Subject: testing
Normal,"Jeff, Before you write off the stage, a few things to think about. 1. Operating expenses include $22,000 of materials for maintenance and repairs. Plus having a full time onsite maintenance man means no extra labor cost for repairs. There are only 44 units a lot of his time is spent on repairs. 2. What is an outside management firm going to do? A full time onsite manager is all that is required. As I mentioned the prior manager has interest in returning. Another alternative would be to hire a male manager that could do more make readies and lawn care. If you turn it over to a management company you could surely reduce the cost of a full time manager onsite. 3. Considering #1 & #2 $115,000 NOI is not necessarily overstated. If you want to be ultra conservative use $100,000 at the lowest. 4. Getting cash out is not a priority to me. So I am willing to structure this deal with minimum cash. A 10% note actually attractive. See below. My job just doesn't give me the time to manage this property. This property definitely requires some time but it has the return to justify the effort. Sales Price 705,000 1st Lien 473,500 2nd Lien 225,000 Transfer fee 7,500 Cash required 14,500 NOI 100,000 1st Lien 47,292 2nd Lien 23,694 Cash flow 29,014 Cash on cash 200% These numbers are using the conservative NOI, if it comes in at $115K then cash on cash return would be more like 300%. This doesn't reflect the additional profit opportunity of selling the property in the next few years for a higher price. Do you want to reconsider? Let me know. Phillip"
Normal,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 01/31/2001= =20 07:12 AM --------------------------- Susan J Mara@ENRON 01/30/2001 10:10 AM To: Alan Comnes/PDX/ECT@ECT, Angela Schwarz/HOU/EES@EES, Beverly=20 Aden/HOU/EES@EES, Bill Votaw/HOU"
Normal,"Lucy, What is the latest? Write me a note about what is going on and what issues you need my help to deal with when you send the rentroll. Phillip"
Normal,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 12/06/2000 04:04 PM --------------------------- ""Lucy Gonzalez"" <stagecoachmama@hotmail.com> on 12/05/2000 08:34:54 AM To: pallen@enron.com cc: Subject: Phillip, How are you and how is everyon"
Normal,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 01/30/2001 11:21 AM --------------------------- Susan J Mara@ENRON 01/30/2001 09:14 AM To: Alan Comnes/PDX/ECT@ECT, Angela Schwarz/HOU/EES@EES, Beverly Aden/HOU/EES@EES, Bill Votaw/HOU/EES@EES"
Normal,"George, Keith and I are reviewing your proposal. We will send you a response by this evening. Phillip"
Normal,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 01/29/2001 03:26 PM --------------------------- ""Stephen Benotti"" on 01/29/2001 11:24:33 AM To: ""'pallen@enron.com'"" <pallen@enron.com> cc: Subject: RE:Stock Options Phillip here is the inform"
Normal,"Jeff, That is good news about Leander. Now for the stage. I would like to get it sold by the end of March. I have about $225K invested in the stagecoach, it looks like I need to get around $745K to breakeven. I don't need the cash out right now so if I could get a personal guarantee and Jaques Craig can work out the partnership transfer, I would definitely be willing to carry a second lien. I understand second liens are going for 10%-12%. Checkout this spreadsheet. These numbers should get the place sold in the next fifteen minutes. However, I am very concerned about the way it is being shown. Having Lucy show it is not a good idea. I need you to meet the buyers and take some trips over to get more familar with the property. My dad doesn't have the time and I don't trust Lucy or Wade to show it correctly. I would prefer for you to show it from now on. I will have the operating statements complete through December by this Friday. Phillip"
Normal,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 01/29/2001 12:14 PM --------------------------- To: <cbpres@austin.rr.com> cc: Subject: Re: SM134 George, Here is a spreadsheet that illustrates the payout of investment and builders profit. C"
Normal,"George, We should hear from the bank in Houston on Monday. The best numbers and times to reach me: work 713-853-7041 fax 713-464-2391 cell 713-410-4679 home 713-463-8626 pallen70@hotmail.com (home) pallen@enron.com (work) I am usually at work M-F 7am-5:30pm. Otherwise try me at home then on my cell. Keiths numbers are: work 713-853-7069 fax 713-464-2391 cell 713-502-9402 home 713-667-5889 kholst@enron.com Phillip"
Normal,"Dexter, You should receive a guest id shortly. Phillip"
Normal,"Griff, Can you accomodate Dexter as we have in the past. This has been very helpful in establishing a fair index at Socal Border. Phillip Please cc me on the email with a guest password. The sooner the better as bidweek is underway. ---------------------- Forwarded by Phillip K Allen/HOU/ECT on 01/26/2001 09:49 AM --------------------------- Dexter Steis on 01/26/2001 07:28:29 AM To: Phillip.K.Allen@enron.com cc: Subject: NGI access to eol Phillip, I was wondering if I could trouble you again for another guest id for eol. In previous months, it has helped us here at NGI when we go to set indexes. I appreciate your help on this. Dexter"
Normal,---------------------- Forwarded by Phillip K Allen/HOU/ECT on 01/26/2001 09:41 AM --------------------------- From: Chris H Foster 01/26/2001 05:50 AM To: Phillip K Allen/HOU/ECT@ECT cc: Vladimir Gorny/HOU/ECT@ECT Subject: Status of QF negotiations on QF
Normal,"Patti, This sounds like an opportunity to land a couple of analyst to fill the gaps in scheduling. Remember their rotations last for one year. Do you want to be an interviewer? Phillip ---------------------- Forwarded by Phillip K Allen/HOU/ECT on 01/25/2001 12:46 PM --------------------------- From: Jana Giovannini 01/24/2001 09:42 AM To: Chris Gaskill/Corp/Enron@Enron, Marc De La Roche/HOU/ECT@ECT, Mark A Walker/NA/Enron@Enron, Andrea V Reed/HOU/ECT@ECT, Katherine L Kelly/HOU/ECT@ECT, Stacey W White/HOU/ECT@ECT, John Best/NA/Enron, Timothy J Detmering/HOU/ECT@ECT, Barry Tycholiz/NA/Enron@ENRON, Frank W Vickers/NA/Enron@Enron, Carl Tricoli/Corp/Enron@Enron, Edward D Baughman/HOU/ECT@ECT, Larry Lawyer/NA/Enron@Enron, Jere C Overdyke/HOU/ECT@ECT, Brad Blesie/Corp/Enron@ENRON, Lynette LeBlanc/Houston/Eott@Eott, Thomas Myers/HOU/ECT, Jeffrey C Gossett/HOU/ECT@ECT, Maureen Raymond/HOU/ECT@ECT, Kayne Coulter/HOU/ECT@ECT, Phillip K Allen/HOU/ECT@ECT, Chris Abel/HOU/ECT@ECT, Steve Venturatos/HOU/ECT@ECT, Ben Jacoby/HOU/ECT@ECT cc: David W Delainey/HOU/ECT@ECT, John J Lavorato/Corp/Enron@Enron, Mike McConnell/HOU/ECT@ECT, Jeffrey A Shankman/HOU/ECT@ECT Subject: Analyst Interviews Needed - 2/15/01 All, The Analyst and Associate Programs recognize we have many Analyst needs that need to be addressed immediately. While we anticipate many new Analysts joining Enron this summer (late May) and fulltime (August) we felt it necessary to address some of the immediate needs with an Off-Cycle Recruiting event. We are planning this event for Thursday, February 15 and are inviting approximately 30 candidates to be interviewed. I am asking that you forward this note to any potential interviewers (Managers or above). We will conduct first round interviews in the morning and the second round interviews in the afternoon. We need for interviewers to commit either to the morning (9am-12pm) or afternoon (2pm-5pm) complete session. Please submit your response using the buttons below and update your calendar for this date. In addition, we will need the groups that have current needs to commit to taking one or more of these Analysts should they be extended an offer. Thanks in advance for your cooperation. Thank you, Jana"
Normal,I would support Matt Lenhart's promotion to the next level. I would oppose Ken Shulklapper's promotion.
Normal,"Nick, There is a specific program that we are using to recruit, train, and mentor new traders on the gas and power desks. The trading track program is being coordinated by Ted Bland. I have forwarded him your resume. Give him a call and he will fill you in on the details of the program. Phillip"
Normal,---------------------- Forwarded by Phillip K Allen/HOU/ECT on 01/25/2001 12:39 PM --------------------------- Enron North America Corp. From: WorkLife Department and Kidventure @ ENRON 01/24/2001 09:00 PM Sent by: Enron Announcements@ENRON To: All Enron 
Normal,"Lucy, #32 and #29 are fine. #28 paid weekly on 1/5. Then he switched to biweekly. He should have paid 260 on 1/12. Two weeks rent in advance. Instead he paid 260 on 1/19. He either needs to get back on schedule or let him know he is paying in the middle of his two weeks. He is only paid one week in advance. This is not a big deal, but you should be clear with tenants that rent is due in advance. Here is an updated rentroll. Please use this one instead of the one I sent you this morning. Finally, can you fax me the application and lease from #9. Phillip"
Normal,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 01/25/2001 08:17 AM --------------------------- From: Leslie Lawner@ENRON on 01/24/2001 08:17 PM CST To: MBD <MDay@GMSSR.com> cc: Harry Kingerski/NA/Enron@Enron, Jeff Dasovich/NA/Enron@Enron, "
Normal,"Lucy, Here is a rentroll for this week. I still have questions on #28,#29, and #32."
Normal,"Larry, I met with a banker that is interested in financing the project. They need the following: Financial statements plus last two years tax returns. Builders resume listing similar projects The banker indicated he could pull together a proposal by Friday. If we are interested in his loan, he would want to come see the site. If you want to overnight me the documents, I will pass them along. You can send them to my home or office (1400 Smith, EB3210B, Houston, TX 77002). The broker is Jim Murnan. His number is 713-781-5810, if you want to call him and send the documents to him directly. It sounds like the attorneys are drafting the framework of the partnership agreement. I would like to nail down the outstanding business points as soon as possible. Please email or call with an update. Phillip"
Normal,---------------------- Forwarded by Phillip K Allen/HOU/ECT on 01/22/2001 02:06 PM --------------------------- From: Travis McCullough on 01/22/2001 01:48 PM CST To: Phillip K Allen/HOU/ECT@ECT cc: Subject: Re: Response to PGE request for gas Draft respon
Normal,"By STEVE EVERLY - The Kansas City Star Date: 01/20/01 22:15 As natural gas prices rose in December, traders at the New York Mercantile Exchange kept one eye on the weather forecast and another on a weekly gas storage number. The storage figures showed utilities withdrawing huge amounts of gas, and the forecast was for frigid weather. Traders put the two together, anticipated a supply crunch and drove gas prices to record heights. ""Traders do that all the time; they're looking forward,"" said William Burson, a trader. ""It makes the market for natural gas."" But the market's response perplexed Chris McGill, the American Gas Association's director of gas supply and transportation. He had compiled the storage numbers since they were first published in 1994, and in his view the numbers were being misinterpreted to show a situation far bleaker than reality. ""It's a little frustrating that they don't take the time to understand what we are reporting,"" McGill said. As consumer outrage builds over high heating bills, the hunt for reasons -- and culprits -- is on. Some within the natural gas industry are pointing fingers at Wall Street. Stephen Adik, senior vice president of the Indiana utility NiSource, recently stepped before an industry conference and blamed the market's speculators for the rise in gas prices. ""It's my firm belief ... that today's gas prices are being manipulated,"" Adik told the trade magazine Public Utilities Fortnightly. In California, where natural gas spikes have contributed to an electric utility crisis, six investigations are looking into the power industry. Closer to home, observers note that utilities and regulators share the blame for this winter's startling gas bills, having failed to protect their customers and constituents from such price spikes. Most utilities, often with the acquiescence of regulators, failed to take precautions such as fixed-rate contracts and hedging -- a sort of price insurance -- that could have protected their customers by locking in gas prices before they soared. ""We're passing on our gas costs, which we have no control over,"" said Paul Snider, a spokesman for Missouri Gas Energy. But critics say the utilities shirked their responsibility to customers. ""There's been a failure of risk management by utilities, and that needs to change,"" said Ed Krapels, director of gas power services for Energy Security Analysis Inc., an energy consulting firm in Wakefield, Mass. Hot topic Consumers know one thing for certain: Their heating bills are up sharply. In many circles, little else is discussed. The Rev. Vincent Fraser of Glad Tidings Assembly of God in Kansas City is facing a $1,456 December bill for heating the church -- more than double the previous December's bill. Church members are suffering from higher bills as well. The Sunday collection is down, said Fraser, who might have to forgo part of his salary. For the first time, the church is unable to meet its financial pledge to overseas missionaries because the money is going to heating. ""It's the talk of the town here,"" he said. A year ago that wasn't a fear. Wholesale gas prices hovered just above $2 per thousand cubic feet -- a level that producers say didn't make it worthwhile to drill for gas. Utilities were even cutting the gas prices paid by customers. But trouble was brewing. By spring, gas prices were hitting $4 per thousand cubic feet, just as utilities were beginning to buy gas to put into storage for winter. There was a dip in the fall, but then prices rebounded. By early November, prices were at $5 per thousand cubic feet. The federal Energy Information Administration was predicting sufficient but tight gas supplies and heating bills that would be 30 percent to 40 percent higher. But $10 gas was coming. Below-normal temperatures hit much of the country, including the Kansas City area, and fears about tight supplies roiled the gas markets. ""It's all about the weather,"" said Krapels of Energy Security Analysis. Wholesale prices exploded to $10 per thousand cubic feet, led by the New York traders. Natural gas sealed its reputation as the most price-volatile commodity in the world. Setting the price In the 1980s, the federal government took the caps off the wellhead price of gas, allowing it to float. In 1990, the New York Mercantile began trading contracts for future delivery of natural gas, and that market soon had widespread influence over gas prices. The futures contracts are bought and sold for delivery of natural gas as soon as next month or as far ahead as three years. Suppliers can lock in sale prices for the gas they expect to produce. And big gas consumers, from utilities to companies such as Farmland Industries Inc., can lock in what they pay for the gas they expect to use. There are also speculators who trade the futures contracts with no intention of actually buying or selling the gas -- and often with little real knowledge of natural gas. But if they get on the right side of a price trend, traders don't need to know much about gas -- or whatever commodity they're trading. Like all futures, the gas contracts are purchased on credit. That leverage adds to their volatility and to the traders' ability to make or lose a lot of money in a short time. As December began, the price of natural gas on the futures market was less than $7 per thousand cubic feet. By the end of the month it was nearly $10. Much of the spark for the rally came from the American Gas Association's weekly storage numbers. Utilities buy ahead and store as much as 50 percent of the gas they expect to need in the winter. Going into the winter, the storage levels were about 5 percent less than average, in part because some utilities were holding off on purchasing, in hopes that the summer's unusually high $4 to $5 prices would drop. Still, the American Gas Association offered assurances that supplies would be sufficient. But when below-normal temperatures arrived in November, the concerns increased among traders that supplies could be insufficient. Then the American Gas Association reported the lowest year-end storage numbers since they were first published in 1994. Still, said the association's McGill, there was sufficient gas in storage. But some utility executives didn't share that view. William Eliason, vice president of Kansas Gas Service, said that if December's cold snap had continued into January, there could have been a real problem meeting demand. ""I was getting worried,"" he said. Then suddenly the market turned when January's weather turned warmer. Wednesday's storage numbers were better than expected, and futures prices dropped more than $1 per thousand cubic feet. Just passing through Some utilities said there was little else to do about the price increase but pass their fuel costs on to customers. Among area utilities, Kansas Gas Service increased its customers' cost-of-gas charge earlier this month to $8.68 per thousand cubic feet. And Missouri Gas Energy has requested an increase to $9.81, to begin Wednesday. Sheila Lumpe, chairwoman of the Missouri Public Service Commission, said last month that because utilities passed along their wholesale costs, little could be done besides urging consumers to join a level-payment plan and to conserve energy. Kansas Gas Service had a small hedging program in place, which is expected to save an average customer about $25 this winter. Missouri Gas Energy has no hedging program. It waited until fall to seek an extension of the program and then decided to pass when regulators would not guarantee that it could recover its hedging costs. Now utilities are being asked to justify the decisions that have left customers with such high gas bills. And regulators are being asked whether they should abandon the practice of letting utilities pass along their fuel costs. On Friday, Doug Micheel, senior counsel of the Missouri Office of the Public Counsel, said his office would ask the Missouri Public Service Commission to perform an emergency audit of Missouri Gas Energy's gas purchasing practices. ""Consumers are taking all the risk,"" Micheel said. ""It's time to consider some changes."" To reach Steve Everly, call (816) 234-4455 or send e-mail to severly@kcstar.com. -- All content , 2001 The Kansas City Star"
Normal,message board
Normal,need help.
Normal,please remove my name and information from the registered user list. Do not sell my information. Phillip Allen
Normal,"Jeff, Here is a recent rentroll. I understand another looker went to the property. I want to hear the feedback no matter how discouraging. I am in Portland for the rest of the week. You can reach me on my cell phone 713-410-4679. My understanding was that you would be overnighting some closing statements for Leander on Friday. Please send them to my house (8855 Merlin Ct, Houston, TX 77055). Call me if necessary. Phillip ---------------------- Forwarded by Phillip K Allen/HOU/ECT on 01/18/2001 08:06 AM --------------------------- ""phillip allen"" <pallen70@hotmail.com> on 01/16/2001 06:36:15 PM To: pallen@enron.com cc: Subject: Get your FREE download of MSN Explorer at http://explorer.msn.com - rentroll_investors_0112.xls"
Normal,"Larry, The wire should go out today. I am in Portland but can be reached by cell phone 713-410-4679. Call me if there are any issues. I will place a call to my attorney to check on the loan agreement. Phillip"
Normal,"Lucy, Why did so many tenants not pay this week? #12 95 #21 240 #27 120 #28 260 #33 260 Total 975 It seems these apartments just missed rent. What is up? Other questions: #9-Why didn't they pay anything? By my records, they still owe $40 plus rent should have been due on 12/12 of $220. #3-Why did they short pay?"
Normal,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 01/16/2001 07:25 AM --------------------------- From: James D Steffes@ENRON on 01/15/2001 11:36 AM CST To: Steven J Kean/NA/Enron@Enron, Richard Shapiro/NA/Enron@Enron, Sandra McCubbin/NA/Enro"
Normal,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 01/16/2001 07:18 AM --------------------------- From: Steven J Kean@ENRON on 01/14/2001 01:52 PM CST To: Kenneth Lay/Corp/Enron@ENRON, Jeff Skilling/Corp/Enron@ENRON, Mark Koenig/Corp/Enron@EN"
Normal,"Kristin, Thank you for the California update. Please continue to include me in all further intellegence reports regarding the situation in California. Phillip"
Normal,"Andrea, Please resend the first three resumes. Phillip"
Normal,---------------------- Forwarded by Phillip K Allen/HOU/ECT on 01/12/2001 01:45 PM --------------------------- Enron North America Corp. From: Andrea Richards @ ENRON 01/10/2001 12:49 PM To: Phillip K Allen/HOU/ECT@ECT cc: Subject: Analyst Rotating Philli
Normal,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 01/12/2001 01:34 PM --------------------------- TIM HEIZENRADER 01/11/2001 10:17 AM To: Phillip K Allen/HOU/ECT@ECT, John Zufferli/CAL/ECT@ECT cc: Cooper Richey/PDX/ECT@ECT Subject: Preliminar"
Normal,"Jim, Here are the key gas contacts. Work Home Cell Phillip Allen X37041 713-463-8626 713-410-4679 Mike Grigsby X37031 713-780-1022 713-408-6256 Keith Holst X37069 713-667-5889 713-502-9402 Please call me with any significant developments. Phillip"
Normal,Financial (6) West Desk (14) Mid Market (16)
Normal,"Lucy, The apartments that have new tenants since December 15th are: Are we running an apartment complex or a motel? Please update all lease information on the 1/12 rentroll and email it to me this afternoon. Phillip"
Normal,"Larry, Do you want the loan and wire amount to be for exactly $1.1 million. Phillip"
Normal,Thanks for representing Matt. Phillip
Normal,"George, Here is a spreadsheet that illustrates the payout of investment and builders profit. Check my math, but it looks like all the builders profit would be recouped in the first year of operation. At permanent financing $1.1 would be paid, leaving only .3 to pay out in the 1st year. Since almost 80% of builders profit is repaid at the same time as the investment, I feel the 65/35 is a fair split. However, as I mentioned earlier, I think we should negotiate to layer on additional equity to you as part of the construction contract. Just to begin the brainstorming on what a construction agreement might look like here are a few ideas: 1. Fixed construction profit of $1.4 million. Builder doesn't benefit from higher cost, rather suffers as an equity holder. 2. +5% equity for meeting time and costs in original plan ($51/sq ft, phase 1 complete in November) +5% equity for under budget and ahead of schedule -5% equity for over budget and behind schedule This way if things go according to plan the final split would be 60/40, but could be as favorable as 55/45. I realize that what is budget and schedule must be discussed and agreed upon. Feel free to call me at home (713)463-8626 Phillip"
Normal,"Lucy, Here is a schedule of the most recent utility bills and the overages. There are alot of overages. It will probably get worse this month because of all the cold weather. You need to be very clear with all new tenants about the electricity cap. This needs to be handwritten on all new leases. I am going to fax you copies of the bills that support this spreadsheet. We also need to write a short letter remind everyone about the cap and the need to conserve energy if they don't want to exceed their cap. I will write something today. Wait until you have copies of the bills and the letter before you start collecting. Phillip"
Normal,We do not understand our VAR. Can you please get us all the detailed reports and component VAR reports that you can produce? The sooner the better. Phillip
Normal,"Ted, Andrea in the analysts pool asked me to fill out this request. Can you help expedite this process? Phillip"
Normal,"Frank, Did you receive the information about the San Marcos apartments. I have left several messages at your office to follow up. You mentioned that your plate was fairly full. Are you too busy to look at this project? As I mentioned I would be interested in speaking to you as an advisor or at least a sounding board for the key issues. Please email or call. Phillip Allen pallen@enron.com 713-853-7041"
Normal,"Questions about 12/29 rentroll: There were two deposits that were not labeled. One for $150 and the other for $75. Which apartments? 20a or #13? Utility overages for #26 and #44? Where did you get these amounts? For what periods? What is going on with #42. Do not evict this tenant for being unclean!!! That will just create an apartment that we will have to spend a lot of money and time remodeling. I would rather try and deal with this tenant by first asking them to clean their apartment and fixing anything that is wrong like leaky pipes. If that doesn't work, we should tell them we will clean the apartment and charge them for the labor. Then we will perform monthly inspections to ensure they are not damaging the property. This tenant has been here since September 1998, I don't want to run them off. I check with the bank and I did not see that a deposit was made on Tuesday so I couldn't check the total from the rentroll against the bank. Is this right? Has the deposit been made yet? A rentroll for Jan 5th will follow shortly. Phillip"
Normal,it is ok with me.
Normal,cannot open this file. Please send in different format
